排名,字詞,出現次數
,npo網𦧒管者重要的參考資源,1
,驗出雙酚a超量70倍,1
,不再拒絕提供,1
,環團盼施政永續思考,1
,奈瓦夏,1
,怒海控塑,1
,主管機關應徹查私校,1
,文化遺產永續觀光,1
,種樹縫補海岸線,1
,台中推禁書展,1
,科學家召喚,1
,政府態度仍敷衍,1
,繁殖中請勿擾,1
,台灣氣候外交的一線生機,1
,都會好,1
,2017小露d,1
,停發殺人執照,1
,棲地環境拉警報,1
,手機將採用,1
,寶島出狀元,1
,女模命案,1
,蔡政府的假民主與真霸權,1
,北京如何展現,1
,則希望透過本文的介紹,1
,落實兩公約xngo會談,1
,美太平洋司令,1
,我出力,1
,超氧化小體,1
,宣告與民進黨決裂,1
,跨界講座,1
,社會汙名與社區支持資源短缺才致命,1
,第一場,1
,打倒共匪,1
,民間核廢論壇提出共識,1
,完善司法科學的方式,1
,雲南首名逃美紅通犯回國自首,1
,司法法制委員會整理表,1
,需要你我立刻救援,1
,市長信用破產,1
,蔡志東牧師發言,1
,角,1
,輕判,1
,年輕之眼正尋覓另一種可能,1
,中寮港區海底已清完,1
,路權倡議者,1
,國際不消費日,1
,我的新知實習心得,1
,聶樹斌家屬答謝會,1
,消失的藍色星球,1
,武漢中院就秦永敏,1
,馬來西亞留台同志jom,1
,還在嗎,1
,公廣集團的未來與想像,1
,前瞻軌道建設,1
,電業開放為哪樁,1
,台電緊急發電計畫空污增三倍,1
,5統計,1
,中部藝術家將帶巨幅六輕油畫聲援,1
,逾千各地訪民北京抗議暴力截訪,1
,radical,1
,酸雨,1
,台東焚化爐rot,1
,阮,1
,為什麼微型經濟正夯,1
,為何滙豐及其他銀行需負起環境責任,1
,外交部譴責奈國,1
,偷竊未來二部曲,1
,interact,1
,拚合法化,1
,上海訪民丁建勇刑拘取保,1
,樹豆,1
,杜絕棄養與不當繁衍,1
,台北港提環差,1
,獨派大老批蔡英文,1
,桃園離岸風電環評初審過關,1
,傳國民黨裁員半數黨工,1
,日照在職訓練,1
,就在你身邊,1
,精障性少數的回憶與期望,1
,逾百汶川地震遇難學生家長圍堵市政府抗議,1
,不會串珍珠,1
,遠離佛地魔,1
,歡迎企業志工報名,1
,修正草案第二次公聽會,1
,世界人權日專文系列之三,1
,溫州教會牧師張崇助被革聖職,1
,阿拉斯加原民文化加速消失,1
,risks,1
,替地球減少負荷,1
,流動兒童,1
,燒出土地和廢棄物管理問題,1
,fighting,1
,家人六日未见遗体,1
,2016年十大環境新聞票選結果說明,1
,第22期,1
,5查驗技術有標準,1
,下一站,1
,時尚革命,1
,白色恐怖,1
,蹲監獄的,1
,吳志寧,1
,不予評論,1
,constitution,1
,永續x生態x跨境東南亞,1
,世界人權日專文系列之二,1
,濕地鳥餐廳,1
,世界人權日專文系列之五,1
,綠電自由化打頭陣,1
,遷村之後污染還在,1
,環保入基督教義,1
,不只種菜,1
,以手機app,1
,內蒙赤峰百多牧民堵養豬場工地,1
,中國維權律師滕彪譴責中共施壓,1
,廢話電子報第95期,1
,玉峰大小事之小王子陪你長大,1
,又一批僧尼從喇榮五明佛學院被強行逐回原籍,1
,大法官被提名人回覆民間監督大法官人選聯盟九問,1
,江蘇南通政府數百人於春節前強拆釘子戶,1
,5視界,1
,小學生開啓世界蛙類保育運動,1
,南秧雞滅絕之路,1
,勝訴確定,1
,管理漏洞堵不住,1
,熱線x女人家,1
,請把防衛臺灣民主的兩岸法治建設放上執政者的政治議程,1
,環署重申,1
,的凝結體,1
,北部天然氣接收站將年供氣千萬噸,1
,全台環團六地串聯,1
,世界新屬的發表,1
,而是有憑有據,1
,學校,1
,遲來的時薪調整非正義,1
,獲罪第一人,1
,對於2017兩公約第二次審查之聲明,1
,呼喚族人,1
,activity,1
,國土計畫怎樣才行,1
,的看法,1
,潘忠政,1
,青年給總統打46分,1
,核廢集中儲存,1
,核一除役展開二階範疇界定,1
,廣東烏坎9村民被控,1
,法治教育不一樣,1
,新疆和田皮山縣暴恐事件,1
,宜蘭變得不宜蘭,1
,為好奇心找出口,1
,徐秦發起遊行徵集,1
,台博館再推五道永續年菜,1
,千位民眾與同志友善團體企業到場支持,1
,兩岸小農觀察,1
,一副院長與彭同囚官稱是,1
,總統府譴責網路謠言,1
,台灣農業新契機,1
,劇本kap臺語戲專題,1
,台灣人不該為日本核災付出代價,1
,21新聞稿,1
,從森林到海洋全都保下來,1
,環盟,1
,發現未來氣候變遷密碼,1
,中央政府預算監督關鍵,1
,洪籲黨產會,1
,來自北海道的環境教育經驗,1
,2017年金雞報喜,1
,家屬政府各執一詞,1
,直接銷毀430萬支三星galaxy,1
,宜轉型生態綠帶,1
,翟岩民被限制出門要求佩戴電子監管腕帶,1
,2016年天災保險理賠500億美元,1
,出席奧蒂嘉就職,1
,新版電業法一讀通過,1
,北風之神,1
,違章工廠恐年增5千5百家,1
,時光,1
,花連吉哈拉艾雙雙獲選,1
,單身派對,1
,漂綠,1
,答題機制創造留言好習慣,1
,內蒙古阿魯科爾沁旗漢,1
,2017有影,1
,還大專師生正常教育環境,1
,主權互不承認治權互不否認,1
,高海拔造林靠,1
,的種子,1
,防災地方誌,1
,兩岸台面下都通,1
,我們的地球泡在水中,1
,pm,1
,己獲不起訴處分書,1
,點亮福山微光,1
,劇毒性加保扶禁令,1
,緊急救援,1
,民主派斥討好中共,1
,廣西北海白虎頭村民再遭當局威嚇,1
,隐私工具网站,1
,林祖戀妻弟自首,1
,市民一同監督,1
,環團要求地調所公告活動斷層,1
,風華再現,1
,要求回應私校教師訴求,1
,也是老同學,1
,警察臨檢如走鋼索,1
,不吃魚翅就解決了嗎,1
,青銀共創銀光經濟學,1
,飄洋過海的,1
,各縣市表現仍不足,1
,週末起北市站崗,1
,兼顧海上風電與白海豚存續,1
,承諾不放生殺生,1
,心在哪裡,1
,談談講座開講囉,1
,國家公園法,1
,2016兩公約第二次國家報告中英文版影子報告,1
,面積達2,1
,自身難保,1
,從紀錄片淺談台灣東北海生態變遷,1
,35人到案,1
,性別正義,1
,本期,1
,超商一年上億咖啡提袋不再免費提供,1
,讓世界聽見寂靜,1
,面對,1
,2017年聯合國仍很忙,1
,攀70公尺大樹,1
,strawberry,1
,保育類八色鳥撞教室玻璃,1
,惜蝠,1
,重回立院,1
,往上提升或向下沉淪,1
,孰令致之,1
,新疆全面禁止天主教地下教會及基督教家庭聚會活動,1
,protesters,1
,黃秀端連任公督盟理事長,1
,中國環保部,1
,竟成資方公然恐嚇勞方場合,1
,非共享文件遭曝光,1
,病貓變老虎,1
,台灣冤獄平反協會遷址,1
,珊瑚覆蓋率達國際優良級,1
,不敢終結貪腐,1
,請捐款支持我們的工作,1
,鋼,1
,限年未升等不續聘案,1
,保險,1
,黎明後的希望,1
,可望今年展開,1
,女力,1
,2017雲彰地方人權工作坊,1
,義大利核廢海拋台灣疑雲,1
,電業法修正前進立院,1
,劉兆玄嗆小英,1
,塑膠變成碎屑更可怕,1
,香港民間籌辦特首選舉全民投票,1
,馬英九打臉救國團,1
,老兵遭打壓,1
,依法應給付加倍工資,1
,洽詢法界中,1
,associations,1
,年的科技展望,1
,環頸雉退無可退,1
,2016年12月7日,1
,過半已死,1
,教育廣播電台公民教育節目上線囉,1
,彰銀工會新聞稿,1
,人民團結反砍假,1
,蚊子電影院,1
,有話好說,1
,利用愛滋污名反對婚姻平權,1
,中國鋼鐵,1
,中國籲美禁止台灣代表團出席川普就職典禮,1
,妨害名譽,1
,山東兒科醫生被患者家屬砍傷不治,1
,拚本會期過關,1
,純素30天,1
,推動除草劑管理自治條例,1
,十年一瞬,1
,青年好政,1
,向日葵8號,1
,第一封,1
,重作環評,1
,台灣杉,1
,桃園先提要新蓋焚化廠,1
,歲末感恩蠻野祭,1
,兩岸研究團隊發現最古老大花蚤科甲蟲,1
,信訪悲劇,1
,滙豐銀行,1
,ngo工怎麼想利用官網達成什麼東西,1
,本會就法官評鑑委員會第104年度評字第11號決議聲明,1
,免原民知情同意,1
,五場僅12居民簽到,1
,國家語言發展法公聽會,1
,想飛回去和大家一起,1
,親子反空污記者會,1
,就是生活不那麼急促了,1
,24歲的環保尖兵吳慧君,1
,顛覆,1
,第三分組第三次會議,1
,李明哲,1
,活化,1
,不甩萬人上書,1
,plaza,1
,還有鯖魚的海鯖廻家,1
,首個森林市集開市,1
,老盟舉辦,1
,學者籲,1
,啟動踏查全景海岸線,1
,有近40位公民已掌握,1
,傳遞,1
,竭盡心血,1
,香港前財政司司長曾俊華正式宣布參選,1
,聶永真,1
,青年新政,1
,法官評鑑欠缺透明度,1
,环团盼进场旁听,1
,觀樹基金會,1
,雲海,1
,台灣勇敢前行,1
,勞團集結算總帳,1
,反黑箱服貿義務律師平台,1
,環團怒批一錯再錯,1
,追思周東漢先生,1
,六四最後,1
,研發成果比較,1
,訪談,1
,受刑人之醫療照護,1
,低碳生活,1
,第863期,1
,美學者倡用公民科學對抗污染,1
,惜食,1
,香港政府控告4議員,1
,消失中的馬加鰆家族,1
,短工時減碳救地球,1
,勿看勿傳保護兒少,1
,愛滋,1
,廢核反空污,1
,2017春全民台語認證簡章開始下載,1
,台灣親子共學教育促進會郭秘書長專訪,1
,中部環團怒吼,1
,避免水資源爭奪戰,1
,污染源不明,1
,衝突導致多人受傷,1
,更難,1
,台化提特殊工業區訴願,1
,五百退伍軍人湖南省紀委上訪遭毆打,1
,反台化大遊行,1
,通殺,1
,跟著海漂垃圾去旅行,1
,慎審,1
,確認併案重作環評,1
,認識荒野,1
,不能拉一個打一個,1
,全國118條主要河川水體分類標準完成,1
,環團號召219反空汙大遊行,1
,武漢數十訪民紀念辛亥革命,1
,創四年新高,1
,蔡英文國慶演講,1
,吸碳轉為燃料,1
,新竹竹北澎湖窟圳二號埤一迴,1
,承諾使用再生水3,1
,高市府急辦大林蒲遷村普查惹議,1
,黃之鋒表示對新特首林鄭月娥,1
,美國參議員馬可,1
,驚見脫衣舞,1
,年金改革會議,1
,台化停爐恐國賠,1
,桃機第三航廈滯洪池將增量,1
,mock,1
,挑戰,1
,部落團結經濟與香港社會經濟的對話,1
,假保障,1
,成為生活習慣,1
,香港法律界三千人黑衣游行反對人大釋法,1
,慈林書畫館,1
,但第一,1
,精彩照片,1
,教育電臺新舊任臺長交接,1
,高雄共學團的共學基地成形囉,1
,花東好鄰居,1
,減碳三箭之外,1
,秘書長徐秦在南京遭羈押,1
,節能綠活圖,1
,臺灣該怎麼辦,1
,藍眼淚大揭密,1
,台湾正名,1
,不只廢核,1
,學者提,1
,爸媽們的心情故事,1
,的紙巾,1
,民進黨全面執政一週年之總檢討,1
,永續農耕,1
,法院護黨產意在,1
,年末場,1
,要求落實相關文件,1
,修電業法不是供電風險的救贖,1
,阿壩縣十名藏人被判五至十四年徒刑,1
,拒絕辦過多p約砲講座的團體荼毒我們的孩子,1
,issues,1
,親子友善公共空間太少,1
,高速反輻射飛彈,1
,香港眾志,1
,貨輪擱淺,1
,已洩漏,1
,募集100位定期小額資助者,1
,沈陽殺村官案,1
,中國又在自慰,1
,引發數千居民連日抗議,1
,順延至9月29日,1
,酷兒盟成立與服務介紹,1
,你該知道的氣候變遷真相,1
,成果展,1
,gxinysdggk全球ngo線上科技使用,1
,荒野第六屆親子團的春望,1
,海洋能源與地熱發電,1
,才有共同的未來,1
,一年內將啟航,1
,增用蚊子園區,1
,待擴大追查,1
,森林與我,1
,將導致台灣白海豚之滅絕或興榮,1
,賺進社區經濟與老農健康,1
,也不受任何政黨與利益左右,1
,20161104,1
,l四要素,1
,閱讀死刑判決書,1
,第五屆,1
,本週ngo,1
,六輕廠區疑似爆炸,1
,系統暫停服務公告,1
,環署將修工業區土污,1
,綿竹百多家長聲討豆腐渣校舍,1
,雲林講座,1
,讓農業成為有故事的產業,1
,出櫃小聚,1
,越戰老兵楊歲全被非法拘禁多日,1
,馮小非,1
,法律生活,1
,國工局將增蘇澳休息站保行車安全,1
,氣,1
,現金啦,1
,二審無罪聯合聲明,1
,官民對談前瞻,1
,中南部空汙,1
,勵馨倡議,1
,對抗極端氣候,1
,或與,1
,境外ngo管理法,1
,行政官,1
,送上,1
,活動參與,1
,全人成長的基礎根基,1
,前四項你一定要看,1
,2017年熱線第21期接線義工即日起招募中,1
,解渴,1
,三問蔡政府,1
,劇透不單純,1
,民間vs,1
,網遊要人命,1
,盜用他人舊照宣傳習近平,1
,5成為最,1
,apple,1
,胡蘿蔔忍者忍忍,1
,短毛堇菜與夥伴們的奇異旅程,1
,20161203,1
,種回部落傳統食物,1
,修復溫柔,1
,小給力聚會,1
,徐自強案說明了死刑,1
,回應立院,1
,網民聽,1
,不告而別最美,1
,碳,1
,本週二例文從國外團體the,1
,北京如何解決香港,1
,台灣人壽加入中信金控後職工福利大幅縮水,1
,先回顧一下他們去年2016,1
,感情,1
,前瞻建設根本愛台12項翻版,1
,湖山水庫水質保護區劃設遭阻,1
,電動機車銷售創新高,1
,訪二代,1
,討論數位網路工具的使用,1
,你我挺身做到,1
,bitly,1
,北京對華盛頓讓步避免貿易戰,1
,要從人民觀點提問,1
,賈敬龍死後民間踊躍為賈家捐款,1
,第五分組第三次會議,1
,搶救沙崙農場,1
,威脅瀕絕白海豚,1
,喜氣逗趣的,1
,選舉,1
,2016年竹北蓮花寺溼地保護區現況及保護工作,1
,翻牆,1
,中國網絡控制趨緊,1
,淡江秋後算帳,1
,國際豆類年,1
,正視食品輻射風險,1
,中華新聞記者協會拜會吉林電視臺,1
,無國界記者,1
,主婦公民繼續問,1
,2016臺北市同志公民活動,1
,高雄鳥會,1
,真,1
,2017春季號,1
,張磊律師到荊門看守所會見劉艷麗,1
,感恩習近平,1
,數十名在京訪民舉牌譴責國家信訪局數字造假,1
,共體時艱,1
,關於同性婚姻大法官釋憲案之說明,1
,ngo邀林佳龍辯論台中空污,1
,釣魚台適用安保條約,1
,影響地球超過180年,1
,因應藥物濫用,1
,關於家庭內殺人案,1
,美中會談,1
,工業局,1
,311北高東再遊行,1
,挑戰莎士比亞2,1
,暖蛇環島,1
,三重居民苦不堪言,1
,men,1
,姚江臨,1
,環保瓦斯炮相迎,1
,蜜月灣重啟環評,1
,廢話電子報第90期,1
,確保供電與電價平穩,1
,jolin,1
,中林路318又坍,1
,花蓮勇士山台泥金昌礦案,1
,李愛傑吁關注丈夫遭受酷刑,1
,英媒,1
,窮人的肉類,1
,消除肥胖歧視,1
,台灣應廣納香港人才,1
,等不及整體都市計畫,1
,召開庭前會議但秦本人未被邀參加,1
,斥中聯辦法律部長,1
,5防制啟動門檻太高,1
,不只是100,1
,網二,1
,簡易判決處刑的結果不簡易,1
,避免擴散責備受害者效應,1
,內蒙三百農牧民討要玉米差價補貼,1
,教育部始作俑者,1
,國民議會選舉是關鍵,1
,完美主義,1
,霸凌零容忍,1
,溫馨團圓情,1
,當孩子,1
,215,1
,拒絕焚化爐,1
,打破台電壟斷電業市場開放民眾選擇,1
,沒貶低國家,1
,全球法治指數,1
,同性婚姻是不是人權,1
,廣東順德大良征地遭反抗,1
,外媒到訪被阻撓,1
,柯醫師,1
,全台場次,1
,60律師建言國務院保護艾滋感染者平等就業,1
,民進黨別學舊國會多數暴力,1
,請回答我,1
,尋找家裡的吃電怪獸,1
,聯合國調查,1
,向海洋塑膠宣戰,1
,快快來報名,1
,成討論新點,1
,女性影展電影,1
,港議員憂飯碗被搶,1
,雪隧,1
,漢堡王拒回應,1
,84,1
,司改人權系列活動,1
,守護環境,1
,第一分組第二次會議,1
,余宛如,1
,人權組織,1
,台灣減碳政策呢,1
,數位資源週報,1
,chaos,1
,全球第一個氣候公約,1
,岩石與台灣的生態景觀,1
,美國銀行往碳中和邁進,1
,村民,1
,台西王爺廟綠能工作營,1
,成果分享會,1
,環團催生這裡納國家濕地,1
,環署表揚百位清潔隊員,1
,流亡官民慶祝民主日,1
,拒絕除草劑,1
,居民北上籲行政院停建1,1
,連署書,1
,觸口自然教育中心環境教育教師,1
,ltd,1
,第二分組第二次會議,1
,npo部門的數位策略實狀,1
,線上示範教學開始囉,1
,核廢放誰家,1
,難獲人民信賴,1
,改進法官評鑑機制,1
,揭開暖化影響珊瑚礁,1
,沼氣發電六年內可回本,1
,盧廣仲報到,1
,接納他人了解自己,1
,中國推出,1
,認識再生能源與節能辦公室,1
,禁煤,1
,追鷹人的里山夢,1
,全台首場228平反遊行,1
,決心,1
,廣州女權活動者發起,1
,陸媒看見台版,1
,魚槍的盡頭,1
,台化生煤許可證審查又來了,1
,蔣萬安選前送千元摸彩品沒事,1
,超越你丟我撿,1
,25年前就拍警世影片,1
,煮家常,1
,擦亮精彩活力人生_樂齡健康活力中心熱情招募中,1
,誘拍有用卻可恥,1
,2016兩公約第二次國家報告影子報告,1
,人本教育基金會,1
,棲地,1
,中國媒體大篇幅報道,1
,反同遊行遭襲擊,1
,2017年春節,1
,別盍各言爾志,1
,沒有監督條例,1
,漢堡王掛零,1
,檢視立院一年廢核進度,1
,終結斷電17天噩夢,1
,低碳飲食與市場巡禮,1
,農地變資源回收場發生大火,1
,破珊瑚白化新進展,1
,海裡好髒,1
,啟動,1
,欺負,1
,護航,1
,小點評,1
,對敏感族群不良橘,1
,新移民,1
,最終回,1
,被敲詐者已墜亡,1
,台語人唱台語歌,1
,事倍功半,1
,不止澎湖要建焚化廠,1
,20170610,1
,台化關廠後空氣變好嗎,1
,2017年台灣護理人員職場一例一休大調查,1
,陳唐山,1
,永續農法加保育價值,1
,雨傘行動逾百人承擔法律後果,1
,但寶寶不說,1
,美新創公司研發天然可食保鮮劑,1
,最高院改革,1
,香港多團體集會,1
,二二八70周年,1
,11截止,1
,礦業法非修不可,1
,雇主與仲介應負最大責任,1
,全球土地遭切成60萬碎片,1
,訴求蔡政府提具體廢核期程,1
,2017年追思紀念活動流程表公告,1
,大肚山科技走廊,1
,引領產業轉型,1
,毒品與流鶯,1
,集體受審,1
,牽,1
,我們要求建立以稅收為財源的基礎年金制度,1
